year,pubpriv,hiqual,degree,sex,age,occ1_lab,rwage,ln_wage
2010.0,Private,Higher education,0.0,Female,33.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,36.651462044083495,2.5770066124249102
2014.0,Private,No qualification,0.0,Female,44.0,ELEMENTARY OCCUPATIONS,6.10997467407431,1.6491065045296929
2004.0,Private,GCE A Level or equiv,0.0,Male,52.0,PROFESSIONAL OCCUPATIONS,33.38537450583566,3.256286817124596
2009.0,Private,GCSE grades A-C or equiv,0.0,Male,43.0,"PROCESS, PLANT AND MACHINE OPERATIVES",17.436640319143475,3.0917584492227954
2003.0,Public,Higher education,0.0,Female,32.0,PROFESSIONAL OCCUPATIONS,17.849041868547854,2.7810560259927914
2014.0,Private,GCE A Level or equiv,0.0,Male,20.0,ELEMENTARY OCCUPATIONS,4.545023989326491,1.9387463163426566
2008.0,Private,GCE A Level or equiv,0.0,Male,17.0,ELEMENTARY OCCUPATIONS,-4.961324497767263,0.9769779942661494
2006.0,Private,GCSE grades A-C or equiv,0.0,Female,39.0,ELEMENTARY OCCUPATIONS,6.895568179671867,1.8517506337723517
2005.0,Private,GCE A Level or equiv,0.0,Male,34.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",28.809888531064537,3.100046928178153
2010.0,Private,GCSE grades A-C or equiv,0.0,Male,19.0,ELEMENTARY OCCUPATIONS,4.995478635825685,1.5778130058183935
2006.0,Private,Higher education,0.0,Female,40.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",12.954735333688674,2.202060384860528
2017.0,Public,Higher education,0.0,Female,45.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,10.457691884842308,2.04649739596949
2016.0,Public,GCE A Level or equiv,0.0,Male,61.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,12.035042620678325,2.3963384950557356
2009.0,Private,GCE A Level or equiv,0.0,Female,56.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,12.472384169420879,2.266810361004914
2002.0,Private,Degree or equivalent,1.0,Male,28.0,PROFESSIONAL OCCUPATIONS,15.864741834103178,2.6299216515455903
2003.0,Private,GCSE grades A-C or equiv,0.0,Male,35.0,SKILLED TRADE OCCUPATIONS,7.893204819133121,2.092413767056936
2003.0,Private,Don't know,0.0,Female,49.0,ELEMENTARY OCCUPATIONS,-31.643831691141266,1.7088572068522627
2020.0,Public,GCE A Level or equiv,0.0,Female,40.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,8.956235272061853,1.8138930624918728
2018.0,Public,Degree or equivalent,1.0,Female,56.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,10.06862096238969,2.209456215343039
2007.0,Public,Degree or equivalent,1.0,Female,40.0,PROFESSIONAL OCCUPATIONS,2.049443625899457,2.0394560291420425
2009.0,Private,GCE A Level or equiv,0.0,Female,24.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,4.336913780453036,1.6685606792186007
2003.0,Public,Degree or equivalent,1.0,Female,50.0,PROFESSIONAL OCCUPATIONS,12.81682985344693,2.678875495195438
2005.0,Private,GCSE grades A-C or equiv,0.0,Female,57.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",29.66338159524531,3.179771449238003
2012.0,Public,GCE A Level or equiv,0.0,Male,18.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,11.796714829208117,2.307353920633599
2014.0,Private,Higher education,0.0,Male,61.0,ELEMENTARY OCCUPATIONS,23.681272751702743,3.0365047513769183
2008.0,Private,Other qualifications,0.0,Female,55.0,ELEMENTARY OCCUPATIONS,3.749822620692874,1.3202003596641256
2006.0,Private,No qualification,0.0,Female,52.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,6.723373431337038,1.6651705728180695
2019.0,Public,Other qualifications,0.0,Female,51.0,PROFESSIONAL OCCUPATIONS,22.273688900170953,2.6567530173252667
2019.0,Private,GCE A Level or equiv,0.0,Female,31.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",8.559370353949607,1.9263335757207085
2002.0,Private,GCE A Level or equiv,0.0,Female,20.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,10.981691576430316,2.3855712785200063
2010.0,Private,Degree or equivalent,1.0,Female,37.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,11.733031912883696,2.46860272275954
2014.0,Private,Degree or equivalent,1.0,Female,37.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",23.619718390654647,3.0209358123192254
2018.0,Private,Other qualifications,0.0,Male,30.0,ELEMENTARY OCCUPATIONS,8.716431540584738,2.177643552980677
2019.0,Private,Degree or equivalent,1.0,Male,49.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,34.23190916789135,3.3203298216657453
2018.0,Private,GCSE grades A-C or equiv,0.0,Female,47.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,22.115586973431114,2.984068916404263
2009.0,Private,GCSE grades A-C or equiv,0.0,Female,38.0,ELEMENTARY OCCUPATIONS,13.06797455180317,1.5810398009833717
2013.0,Private,GCE A Level or equiv,0.0,Male,25.0,SKILLED TRADE OCCUPATIONS,25.228241829769125,2.5318858682092884
2019.0,Private,GCSE grades A-C or equiv,0.0,Male,36.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,16.955345086192956,2.069627136973725
2010.0,Private,GCE A Level or equiv,0.0,Male,52.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,16.266310417192937,2.719043650383578
2002.0,Public,Higher education,0.0,Female,43.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",8.365093030764582,1.9141005146463868
2005.0,Private,Other qualifications,0.0,Male,49.0,"PROCESS, PLANT AND MACHINE OPERATIVES",9.235787266122465,2.180014998791338
2005.0,Private,Degree or equivalent,1.0,Male,40.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",6.923577068615568,1.8956790454850356
2009.0,Public,GCSE grades A-C or equiv,0.0,Male,54.0,PROFESSIONAL OCCUPATIONS,14.047561385999241,2.5737854132133027
2003.0,Private,GCE A Level or equiv,0.0,Male,23.0,SKILLED TRADE OCCUPATIONS,2.2956711993777965,1.846404421773256
2017.0,Private,Degree or equivalent,1.0,Male,34.0,PROFESSIONAL OCCUPATIONS,45.36293161908847,3.4797871118150603
2003.0,Private,GCSE grades A-C or equiv,0.0,Male,32.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,7.355808355407981,2.029822797574991
2010.0,Public,Degree or equivalent,1.0,Male,35.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,8.826964303097421,2.0548604399161126
2016.0,Private,Higher education,0.0,Male,61.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,13.318975781739992,3.129245310362903
2017.0,Public,No qualification,0.0,Female,50.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",10.7699743544747,2.7439517813346352
2006.0,Public,Other qualifications,0.0,Female,52.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,12.118857969420645,2.3503869591114785
2011.0,Private,No qualification,0.0,Male,41.0,"PROCESS, PLANT AND MACHINE OPERATIVES",3.8544252119183033,1.4328512531599578
2002.0,Public,Degree or equivalent,1.0,Female,36.0,PROFESSIONAL OCCUPATIONS,26.78895928700785,3.2038610613026255
2013.0,Public,Degree or equivalent,1.0,Female,34.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,18.197475315261304,2.56689485273228
2016.0,Public,GCSE grades A-C or equiv,0.0,Female,35.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",8.029327226219745,2.0092271996901876
2004.0,Private,Higher education,0.0,Female,33.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,15.161229562582415,2.4592630411541774
2003.0,Public,Degree or equivalent,1.0,Female,54.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,4.198910048993058,2.050831398148233
2011.0,Public,GCE A Level or equiv,0.0,Female,61.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",8.72837761067477,2.0329279803113796
2012.0,Private,GCSE grades A-C or equiv,0.0,Female,17.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",7.190204988530272,1.8043822433681767
2015.0,Private,GCE A Level or equiv,0.0,Male,53.0,PROFESSIONAL OCCUPATIONS,13.401347301541618,2.464382737318388
2009.0,Private,GCSE grades A-C or equiv,0.0,Male,17.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,13.624407745505456,2.1357517565107504
2017.0,Private,GCSE grades A-C or equiv,0.0,Female,35.0,ELEMENTARY OCCUPATIONS,1.1003403069476088,0.9955566168179514
2002.0,Public,Other qualifications,0.0,Female,50.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,10.560470018591126,2.2431977231645472
2008.0,Private,Higher education,0.0,Female,23.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",4.1342456008206465,1.4240242556421119
2007.0,Private,No qualification,0.0,Male,36.0,PROFESSIONAL OCCUPATIONS,-18.641078223624866,1.4950808399903626
2008.0,Private,GCE A Level or equiv,0.0,Male,53.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",16.71437593313252,3.063161727085969
2004.0,Public,GCE A Level or equiv,0.0,Male,43.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,13.446249668191184,2.4702175602661223
2008.0,Public,Degree or equivalent,1.0,Male,60.0,PROFESSIONAL OCCUPATIONS,29.280981794141148,2.863406493566531
2002.0,Private,GCE A Level or equiv,0.0,Male,38.0,"PROCESS, PLANT AND MACHINE OPERATIVES",11.871473647052111,2.2406508557985156
2020.0,Public,GCE A Level or equiv,0.0,Male,61.0,SKILLED TRADE OCCUPATIONS,15.978101894215586,2.6268067762185288
2016.0,Private,No qualification,0.0,Male,53.0,SKILLED TRADE OCCUPATIONS,7.123279402327296,1.728160127086896
2008.0,Private,Higher education,0.0,Male,29.0,ELEMENTARY OCCUPATIONS,12.212530134273733,2.46645798995263
2003.0,Private,GCE A Level or equiv,0.0,Male,42.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",0.3030696547192946,1.579665431751067
2015.0,Private,GCE A Level or equiv,0.0,Male,47.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,15.096321495927649,2.733725125126217
2009.0,Private,GCSE grades A-C or equiv,0.0,Female,17.0,ELEMENTARY OCCUPATIONS,0.6290781469162079,0.3820967504363475
2008.0,Private,GCSE grades A-C or equiv,0.0,Female,65.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",6.766856060144675,1.7885465565841745
2005.0,Private,Degree or equivalent,1.0,Female,27.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,11.109046179186562,2.4561111422134267
2013.0,Private,GCSE grades A-C or equiv,0.0,Female,24.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,10.976595546941773,2.411168472827405
2004.0,Public,GCE A Level or equiv,0.0,Female,33.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,13.409713350113943,2.495134370198322
2002.0,Private,Don't know,0.0,Male,45.0,"PROCESS, PLANT AND MACHINE OPERATIVES",13.341205177173798,2.6255100613726796
2013.0,Private,Degree or equivalent,1.0,Male,32.0,PROFESSIONAL OCCUPATIONS,19.38313784726452,2.9957189786769676
2002.0,Private,GCSE grades A-C or equiv,0.0,Male,46.0,"PROCESS, PLANT AND MACHINE OPERATIVES",11.225716645885552,2.2172490239079936
2004.0,Private,GCSE grades A-C or equiv,0.0,Male,66.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",216.68284859357595,3.419935255924437
2008.0,Private,No qualification,0.0,Female,49.0,ELEMENTARY OCCUPATIONS,7.476527278495822,1.931527836465119
2013.0,Private,GCSE grades A-C or equiv,0.0,Female,59.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,4.86288230708972,1.9292465803243668
2006.0,Private,GCSE grades A-C or equiv,0.0,Female,57.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,7.766770208050767,2.00669583487852
2019.0,Private,Other qualifications,0.0,Male,45.0,"PROCESS, PLANT AND MACHINE OPERATIVES",13.444879510946304,2.5336066508396566
2014.0,Private,Other qualifications,0.0,Female,33.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,1.4735950088505518,1.4923279316932057
2012.0,Private,Other qualifications,0.0,Female,59.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",7.077842149160636,1.7888784489454888
2012.0,Private,GCE A Level or equiv,0.0,Male,34.0,"PROCESS, PLANT AND MACHINE OPERATIVES",8.712067829771815,2.0593784064383116
2018.0,Public,Degree or equivalent,1.0,Male,52.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",37.3096171980779,2.3745571469931024
2017.0,Public,Higher education,0.0,Female,35.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,17.44740996522721,2.900462882590711
2011.0,Private,Degree or equivalent,1.0,Male,30.0,PROFESSIONAL OCCUPATIONS,27.065426922350806,3.1405612065214434
2008.0,Private,Other qualifications,0.0,Male,54.0,"PROCESS, PLANT AND MACHINE OPERATIVES",15.13595516967811,2.4722047246445205
2005.0,Public,Higher education,0.0,Female,47.0,PROFESSIONAL OCCUPATIONS,12.97074535710319,2.7442909004051113
2016.0,Private,GCE A Level or equiv,0.0,Male,36.0,SKILLED TRADE OCCUPATIONS,11.282908263274518,2.484335160251148
2007.0,Private,No qualification,0.0,Male,75.0,"PROCESS, PLANT AND MACHINE OPERATIVES",11.334335634595988,2.3210783125924355
2017.0,Private,Higher education,0.0,Male,50.0,SKILLED TRADE OCCUPATIONS,21.036073516922954,3.123121295688313
2015.0,Private,GCE A Level or equiv,0.0,Male,54.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",38.89364190047958,3.549799972851618
2016.0,Private,GCSE grades A-C or equiv,0.0,Female,52.0,ELEMENTARY OCCUPATIONS,10.832939344229072,2.3183857233115512
2019.0,Private,Other qualifications,0.0,Female,49.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,2.6214244052550946,2.028434832756763
2012.0,Public,GCSE grades A-C or equiv,0.0,Male,55.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",23.3325144342187,2.889332352749686
2009.0,Public,GCE A Level or equiv,0.0,Male,57.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",11.937035587814457,2.118444198747943
2012.0,Private,No qualification,0.0,Male,58.0,"PROCESS, PLANT AND MACHINE OPERATIVES",10.426694186970659,2.358614469060265
2014.0,Private,No qualification,0.0,Male,19.0,ELEMENTARY OCCUPATIONS,7.908237398824725,1.9803455640547338
2016.0,Private,No qualification,0.0,Male,64.0,ELEMENTARY OCCUPATIONS,2.753082912306506,1.2764782165935176
2018.0,Private,Higher education,0.0,Male,40.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,8.805492044879914,1.9931240152072283
2007.0,Private,GCE A Level or equiv,0.0,Male,43.0,SKILLED TRADE OCCUPATIONS,19.562622211531917,3.0002493912822703
2015.0,Private,GCE A Level or equiv,0.0,Male,32.0,SKILLED TRADE OCCUPATIONS,14.469421051966165,2.5979993576471183
2015.0,Private,Other qualifications,0.0,Male,40.0,ELEMENTARY OCCUPATIONS,-1.9792421163985505,1.375405996463266
2005.0,Public,GCSE grades A-C or equiv,0.0,Female,53.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,11.514809259000087,2.3876763526894047
2015.0,Public,Degree or equivalent,1.0,Female,35.0,PROFESSIONAL OCCUPATIONS,14.61237315466839,2.714029318137904
2003.0,Public,GCSE grades A-C or equiv,0.0,Female,30.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,13.302084633820442,2.469837147078072
2013.0,Public,Degree or equivalent,1.0,Female,28.0,PROFESSIONAL OCCUPATIONS,12.507707061464782,2.559614811781774
2011.0,Private,GCE A Level or equiv,0.0,Female,48.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,4.52199187288013,1.673272196110338
2018.0,Private,GCSE grades A-C or equiv,0.0,Male,44.0,ELEMENTARY OCCUPATIONS,11.463192349861412,2.2184205702812636
2002.0,Private,Degree or equivalent,1.0,Male,67.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,26.353305041621258,1.9547122089049789
2009.0,Private,GCSE grades A-C or equiv,0.0,Male,32.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",20.77129012880157,3.0946548697345304
2006.0,Private,Degree or equivalent,1.0,Male,27.0,PROFESSIONAL OCCUPATIONS,20.852190143546604,3.0043205925509353
2016.0,Private,Degree or equivalent,1.0,Female,49.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,17.883786759391665,2.773557884244781
2014.0,Public,GCE A Level or equiv,0.0,Female,48.0,ELEMENTARY OCCUPATIONS,8.531276503678473,2.0537638724318064
2004.0,Private,GCE A Level or equiv,0.0,Male,79.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",34.14083439092879,1.9039669691218386
2013.0,Private,GCSE grades A-C or equiv,0.0,Male,40.0,SKILLED TRADE OCCUPATIONS,11.473600525485377,2.0497909165037695
2019.0,Private,GCE A Level or equiv,0.0,Female,42.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,11.178373523844176,1.873710285196768
2007.0,Private,GCE A Level or equiv,0.0,Male,67.0,ELEMENTARY OCCUPATIONS,6.166941380542672,1.6389823508171701
2012.0,Private,GCE A Level or equiv,0.0,Male,40.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",21.362724568990103,2.379184452976218
2013.0,Private,GCE A Level or equiv,0.0,Female,39.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",20.256265150680612,2.320112841052584
2007.0,Private,GCE A Level or equiv,0.0,Male,28.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,17.048506627456437,2.801575866590678
2007.0,Private,Degree or equivalent,1.0,Male,39.0,PROFESSIONAL OCCUPATIONS,10.653227593623683,1.594028549201392
2019.0,Private,Degree or equivalent,1.0,Male,47.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,19.543249717902032,2.8697378959606694
2019.0,Private,GCSE grades A-C or equiv,0.0,Male,45.0,"PROCESS, PLANT AND MACHINE OPERATIVES",11.284815428829301,1.9970913076074077
2011.0,Private,Other qualifications,0.0,Female,31.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,7.770160820249337,1.7524946224029676
2010.0,Public,Higher education,0.0,Female,62.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",4.878357649199234,1.8918326487306671
2003.0,Private,GCE A Level or equiv,0.0,Male,54.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",21.55210900982103,2.7815950557102256
2008.0,Private,GCE A Level or equiv,0.0,Female,38.0,PROFESSIONAL OCCUPATIONS,9.205171764546424,2.1652687497411183
2006.0,Private,Degree or equivalent,1.0,Male,37.0,PROFESSIONAL OCCUPATIONS,42.091476163768434,4.024317762807393
2010.0,Private,No qualification,0.0,Female,44.0,ELEMENTARY OCCUPATIONS,9.741006198709282,1.9154336235417213
2004.0,Private,GCE A Level or equiv,0.0,Female,18.0,ELEMENTARY OCCUPATIONS,2.1417894510502604,0.9871475282464937
2011.0,Private,Other qualifications,0.0,Female,24.0,"PROCESS, PLANT AND MACHINE OPERATIVES",7.827360418157047,1.8669127717327343
2014.0,Public,No qualification,0.0,Female,45.0,ELEMENTARY OCCUPATIONS,7.999404801663111,1.8257373232364664
2012.0,Private,GCE A Level or equiv,0.0,Female,27.0,ELEMENTARY OCCUPATIONS,5.4107464321269205,1.6964011923260018
2014.0,Public,Degree or equivalent,1.0,Male,67.0,PROFESSIONAL OCCUPATIONS,11.02342846038728,2.5112037196556356
2006.0,Private,GCE A Level or equiv,0.0,Male,43.0,PROFESSIONAL OCCUPATIONS,12.15261100552382,2.4828819265842323
2004.0,Private,Other qualifications,0.0,Male,31.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",25.458899427927214,2.8499444922993
2013.0,Private,Higher education,0.0,Male,40.0,SKILLED TRADE OCCUPATIONS,21.605918178575926,2.876027320731804
2005.0,Private,GCE A Level or equiv,0.0,Male,67.0,PROFESSIONAL OCCUPATIONS,15.058105552600788,2.3105921656360673
2002.0,Private,Other qualifications,0.0,Female,53.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,6.849411583855858,1.8912141345547504
2002.0,Private,GCE A Level or equiv,0.0,Male,19.0,ELEMENTARY OCCUPATIONS,5.276282123840345,1.6366042268280574
2009.0,Public,GCSE grades A-C or equiv,0.0,Female,44.0,ELEMENTARY OCCUPATIONS,-2.40720453055779,0.7551613358223952
2005.0,Private,Degree or equivalent,1.0,Female,31.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,15.93247391399288,2.4323798672662242
2007.0,Private,GCE A Level or equiv,0.0,Male,57.0,ELEMENTARY OCCUPATIONS,15.483810193193612,2.4146743364281176
2013.0,Private,GCE A Level or equiv,0.0,Female,51.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",11.560027524781338,2.327113694774064
2017.0,Private,Higher education,0.0,Female,43.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,13.76773810969163,2.5103856172682106
2002.0,Public,Degree or equivalent,1.0,Female,41.0,PROFESSIONAL OCCUPATIONS,23.58481470514339,2.7868113060840933
2006.0,Private,Degree or equivalent,1.0,Male,36.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,34.996395420004944,4.173141203207687
2017.0,Public,Degree or equivalent,1.0,Female,52.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,14.576116880175322,2.509157710966447
2005.0,Private,No qualification,0.0,Female,70.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",5.926568751969288,1.8580303277080126
2012.0,Public,Degree or equivalent,1.0,Male,61.0,PROFESSIONAL OCCUPATIONS,18.370744617919343,2.971936878249432
2004.0,Private,Degree or equivalent,1.0,Female,35.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,7.984359231080587,2.1627348753853286
2020.0,Private,Higher education,0.0,Female,46.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,5.303601688134792,2.010483611662604
2008.0,Private,Other qualifications,0.0,Male,34.0,SKILLED TRADE OCCUPATIONS,-1.7588793482274259,1.2469848812377387
2009.0,Public,Higher education,0.0,Female,47.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,18.229103791902162,2.851493018865699
2019.0,Private,GCSE grades A-C or equiv,0.0,Male,22.0,SKILLED TRADE OCCUPATIONS,1.354988780697151,1.2949929048009912
2002.0,Private,Degree or equivalent,1.0,Male,30.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,26.154704273187455,3.191459696064404
2003.0,Private,Degree or equivalent,1.0,Female,25.0,SKILLED TRADE OCCUPATIONS,-15.994196425286859,2.3609573274228115
2006.0,Private,GCE A Level or equiv,0.0,Female,21.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,7.437310232091314,1.9433359661785425
2011.0,Private,GCSE grades A-C or equiv,0.0,Male,23.0,ELEMENTARY OCCUPATIONS,6.997781317973766,1.662054592262375
2008.0,Public,Degree or equivalent,1.0,Female,37.0,PROFESSIONAL OCCUPATIONS,22.09925157158225,2.5121395457686644
2019.0,Private,Degree or equivalent,1.0,Male,29.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",44.754214341858415,3.762421657688944
2014.0,Private,GCE A Level or equiv,0.0,Female,34.0,ELEMENTARY OCCUPATIONS,7.334187515790667,1.732234015713048
2012.0,Private,Degree or equivalent,1.0,Male,29.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,18.184335814567063,2.9134019409156116
2013.0,Private,Degree or equivalent,1.0,Male,40.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",-2.42590826564345,2.9559722125517855
2018.0,Private,GCE A Level or equiv,0.0,Male,41.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,31.599468126442716,3.6648420621720446
2003.0,Public,Degree or equivalent,1.0,Female,41.0,PROFESSIONAL OCCUPATIONS,27.857421166837,3.3870461958998845
2016.0,Private,Degree or equivalent,1.0,Male,35.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",22.737462321786445,2.6430642177365016
2007.0,Private,GCSE grades A-C or equiv,0.0,Male,23.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,7.423386681673465,2.105328488696059
2003.0,Private,GCE A Level or equiv,0.0,Male,40.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,16.369389002262448,2.6482104458545206
2009.0,Private,Higher education,0.0,Female,34.0,ELEMENTARY OCCUPATIONS,7.480256870005957,1.8745812604216507
2014.0,Private,GCE A Level or equiv,0.0,Male,25.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",5.384552499579967,1.8560593494669344
2015.0,Private,GCE A Level or equiv,0.0,Female,57.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,11.728107257822192,2.3495321892548073
2013.0,Public,Degree or equivalent,1.0,Female,54.0,PROFESSIONAL OCCUPATIONS,18.974369080500036,2.639966775442925
2011.0,Private,Higher education,0.0,Female,31.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",4.644971587389981,1.7315146566668604
2002.0,Private,Degree or equivalent,1.0,Female,41.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,15.121443506634886,2.627852127775102
2012.0,Public,GCSE grades A-C or equiv,0.0,Female,35.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,8.45881244103527,2.1012100931746915
2009.0,Private,Other qualifications,0.0,Female,54.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,13.325204146480761,2.1752736430770736
2019.0,Private,Degree or equivalent,1.0,Female,33.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",35.160639037862126,3.4457474751298185
2017.0,Public,Other qualifications,0.0,Male,56.0,ELEMENTARY OCCUPATIONS,11.452290522199206,2.3622102994656577
2008.0,Private,Higher education,0.0,Female,34.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",4.418752764740408,1.6385715069061728
2018.0,Private,Don't know,0.0,Male,48.0,ELEMENTARY OCCUPATIONS,20.844308287886612,2.65092289889255
2002.0,Private,Degree or equivalent,1.0,Female,33.0,PROFESSIONAL OCCUPATIONS,11.851020026039084,2.6467129733893726
2018.0,Private,GCE A Level or equiv,0.0,Male,20.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,12.94991264632502,2.9103928023442656
2013.0,Private,Degree or equivalent,1.0,Female,31.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",13.011878868340998,2.1047230731650712
2005.0,Private,Higher education,0.0,Male,25.0,SKILLED TRADE OCCUPATIONS,11.912837816407269,2.3511167471347743
2006.0,Private,GCE A Level or equiv,0.0,Male,30.0,SKILLED TRADE OCCUPATIONS,9.33330404395457,2.0672839839223256
2008.0,Private,Degree or equivalent,1.0,Male,41.0,PROFESSIONAL OCCUPATIONS,32.616170653449316,3.538670797312627
2016.0,Private,Don't know,0.0,Female,67.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",40.346205857113134,3.3625482146594265
2007.0,Private,GCSE grades A-C or equiv,0.0,Female,17.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,2.9437703465878706,1.1360511778923668
2017.0,Public,GCE A Level or equiv,0.0,Male,49.0,PROFESSIONAL OCCUPATIONS,15.397241211170103,2.560413578867428
